Time;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18
07_01_2023_06_06_04;67.0;43.0;58.0;94.0;22.0;70.0;91.0;91.0;89.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_06_11_04;67.0;44.0;58.0;94.0;22.0;70.0;91.0;91.0;90.0;39.0;0.0;0.0;87.0;96.0;77.0;0.0;0.0;97.0
07_01_2023_06_16_04;67.0;44.0;58.0;94.0;22.0;70.0;91.0;91.0;90.0;39.0;0.0;0.0;87.0;96.0;77.0;0.0;0.0;97.0
07_01_2023_06_21_04;67.0;44.0;58.0;94.0;22.0;70.0;91.0;91.0;90.0;39.0;0.0;0.0;87.0;96.0;77.0;0.0;0.0;97.0
07_01_2023_06_26_04;67.0;44.0;58.0;94.0;22.0;70.0;91.0;91.0;90.0;39.0;0.0;0.0;87.0;96.0;77.0;0.0;0.0;97.0
07_01_2023_06_31_04;67.0;44.0;58.0;94.0;22.0;70.0;91.0;91.0;90.0;39.0;0.0;0.0;87.0;96.0;77.0;0.0;0.0;97.0
07_01_2023_06_36_04;67.0;44.0;58.0;94.0;22.0;70.0;91.0;91.0;90.0;39.0;0.0;0.0;87.0;96.0;77.0;0.0;0.0;97.0
07_01_2023_06_41_04;67.0;44.0;58.0;94.0;22.0;70.0;91.0;91.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_06_46_04;67.0;44.0;58.0;94.0;22.0;70.0;91.0;91.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_06_51_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;91.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_06_56_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;91.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_01_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_06_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;91.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_11_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_16_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_21_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_26_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_31_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_36_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_41_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_46_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_51_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_07_56_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_01_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_06_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_11_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_16_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_21_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_26_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_31_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_36_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_41_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_46_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_51_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_08_56_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_01_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_06_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_11_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_16_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_21_04;67.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_26_04;68.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_31_04;68.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_36_04;68.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_41_04;68.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_46_04;68.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_51_04;68.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_09_56_04;68.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_01_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_06_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_11_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_16_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_21_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_26_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_31_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_36_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_41_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_46_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_51_04;68.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_10_56_04;68.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_11_01_04;68.0;44.0;59.0;94.0;22.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_11_06_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_11_11_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_11_16_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_11_21_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_11_26_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_11_31_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_11_36_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_11_41_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;95.0;78.0;0.0;0.0;97.0
07_01_2023_11_46_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;95.0;78.0;0.0;0.0;97.0
07_01_2023_11_51_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;95.0;78.0;0.0;0.0;97.0
07_01_2023_11_56_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;39.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_12_06_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_12_11_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_12_16_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_12_21_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_12_26_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_12_31_04;68.0;44.0;59.0;94.0;23.0;70.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;78.0;0.0;0.0;97.0
07_01_2023_12_36_04;68.0;44.0;59.0;94.0;23.0;71.0;91.0;92.0;90.0;40.0;0.0;0.0;87.0;96.0;77.0;0.0;0.0;97.0
07_01_2023_12_41_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;76.0;0.0;0.0;97.0
07_01_2023_12_46_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;77.0;0.0;0.0;97.0
07_01_2023_12_51_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;78.0;0.0;0.0;97.0
07_01_2023_12_56_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;78.0;0.0;0.0;97.0
07_01_2023_13_01_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;78.0;0.0;0.0;97.0
07_01_2023_13_06_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;78.0;0.0;0.0;97.0
07_01_2023_13_11_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;77.0;0.0;0.0;97.0
07_01_2023_13_16_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;76.0;0.0;0.0;97.0
07_01_2023_13_21_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;75.0;0.0;0.0;97.0
07_01_2023_13_26_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;76.0;0.0;0.0;97.0
07_01_2023_13_31_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;75.0;0.0;0.0;97.0
07_01_2023_13_36_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;97.0
07_01_2023_13_41_04;68.0;44.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;75.0;0.0;0.0;97.0
07_01_2023_13_46_04;68.0;45.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;87.0;97.0;75.0;0.0;0.0;97.0
07_01_2023_13_51_04;69.0;45.0;59.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;76.0;0.0;0.0;97.0
07_01_2023_13_56_04;69.0;45.0;59.0;94.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;76.0;0.0;0.0;97.0
07_01_2023_14_01_04;69.0;45.0;59.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;76.0;0.0;0.0;97.0
07_01_2023_14_06_04;69.0;45.0;59.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;77.0;0.0;0.0;97.0
07_01_2023_14_11_04;69.0;45.0;59.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;77.0;0.0;0.0;97.0
07_01_2023_14_16_04;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;76.0;0.0;0.0;97.0
07_01_2023_14_21_04;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;78.0;0.0;0.0;98.0
07_01_2023_14_26_04;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;78.0;0.0;0.0;98.0
07_01_2023_14_31_04;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;78.0;0.0;0.0;98.0
07_01_2023_14_36_04;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;78.0;0.0;0.0;98.0
07_01_2023_14_41_04;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;76.0;0.0;0.0;98.0
07_01_2023_14_46_04;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;78.0;0.0;0.0;98.0
07_01_2023_14_51_04;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;76.0;0.0;0.0;98.0
07_01_2023_14_56_04;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_15_01_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_15_06_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_15_11_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_15_16_04;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_15_21_04;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_15_26_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_15_31_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_15_36_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;76.0;0.0;0.0;98.0
07_01_2023_15_41_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_15_46_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_15_51_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_15_56_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_01_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_06_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_11_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_16_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_21_04;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_26_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;91.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_31_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;91.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_36_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;91.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_41_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;91.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_46_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_51_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;91.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_16_56_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;91.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_17_01_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;91.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_17_06_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_17_11_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_17_16_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_17_21_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_17_26_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;91.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_17_31_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;91.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_17_36_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_17_41_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_17_46_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_17_51_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_17_56_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;91.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_18_01_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;91.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_18_06_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_18_11_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_18_16_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_18_21_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_18_26_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_18_31_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_18_36_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_18_41_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_18_46_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_18_51_05;68.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_18_56_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;77.0;0.0;0.0;98.0
07_01_2023_19_01_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;76.0;0.0;0.0;98.0
07_01_2023_19_06_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_19_11_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_19_16_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_19_21_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_19_26_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;75.0;0.0;0.0;98.0
07_01_2023_19_31_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;76.0;0.0;0.0;98.0
07_01_2023_19_36_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_19_41_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
07_01_2023_19_46_05;69.0;45.0;60.0;95.0;23.0;71.0;92.0;92.0;90.0;40.0;0.0;0.0;88.0;97.0;74.0;0.0;0.0;98.0
