Time;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18
05_12_2022_09_05_31;94.0;64.0;64.0;74.0;0.0;0.0;36.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;77.0;100.0;100.0;100.0
05_12_2022_09_21_59;90.0;65.0;65.0;71.0;0.0;21.0;38.0;0.0;46.0;0.0;13.0;0.0;0.0;0.0;76.0;100.0;100.0;100.0
05_12_2022_09_27_23;90.0;65.0;65.0;71.0;0.0;21.0;38.0;0.0;46.0;0.0;13.0;0.0;0.0;0.0;76.0;100.0;100.0;100.0
05_12_2022_09_32_47;90.0;65.0;65.0;71.0;0.0;21.0;38.0;0.0;46.0;0.0;13.0;0.0;0.0;0.0;76.0;100.0;100.0;100.0
05_12_2022_09_38_11;89.0;64.0;64.0;71.0;0.0;21.0;38.0;0.0;44.0;0.0;13.0;0.0;0.0;1.0;76.0;100.0;100.0;98.0
05_12_2022_10_57_17;88.0;66.0;61.0;79.0;0.0;39.0;40.0;0.0;74.0;18.0;98.0;0.0;68.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_11_02_41;89.0;66.0;61.0;79.0;0.0;39.0;40.0;0.0;74.0;18.0;98.0;0.0;68.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_11_08_05;89.0;66.0;61.0;77.0;0.0;39.0;40.0;0.0;74.0;18.0;98.0;1.0;67.0;97.0;77.0;94.0;100.0;100.0
05_12_2022_11_13_29;88.0;62.0;61.0;76.0;0.0;39.0;40.0;0.0;74.0;18.0;98.0;0.0;68.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_11_18_53;89.0;53.0;60.0;76.0;0.0;40.0;40.0;0.0;74.0;18.0;98.0;0.0;68.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_11_24_17;89.0;53.0;60.0;76.0;0.0;40.0;40.0;0.0;74.0;18.0;98.0;0.0;24.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_11_29_41;88.0;52.0;59.0;77.0;0.0;39.0;39.0;0.0;74.0;20.0;97.0;0.0;0.0;97.0;76.0;93.0;100.0;99.0
05_12_2022_11_35_05;89.0;53.0;61.0;79.0;0.0;40.0;40.0;0.0;74.0;18.0;98.0;0.0;0.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_11_40_29;84.0;52.0;60.0;78.0;0.0;40.0;40.0;0.0;73.0;24.0;96.0;0.0;1.0;97.0;76.0;94.0;100.0;100.0
05_12_2022_11_45_53;80.0;53.0;61.0;78.0;0.0;40.0;42.0;1.0;82.0;37.0;97.0;0.0;0.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_11_51_17;80.0;53.0;60.0;78.0;0.0;40.0;49.0;0.0;91.0;39.0;97.0;0.0;0.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_11_56_41;79.0;52.0;54.0;78.0;0.0;40.0;49.0;3.0;90.0;45.0;97.0;0.0;0.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_12_02_05;79.0;52.0;55.0;79.0;0.0;40.0;49.0;17.0;96.0;60.0;97.0;0.0;0.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_12_07_29;79.0;52.0;70.0;78.0;0.0;40.0;49.0;17.0;96.0;63.0;97.0;0.0;0.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_12_12_53;70.0;53.0;71.0;78.0;0.0;40.0;49.0;17.0;96.0;62.0;97.0;0.0;0.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_12_18_17;64.0;53.0;71.0;78.0;0.0;40.0;49.0;17.0;96.0;62.0;97.0;0.0;0.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_12_23_41;53.0;51.0;70.0;78.0;0.0;40.0;49.0;17.0;96.0;62.0;97.0;0.0;0.0;98.0;77.0;94.0;100.0;100.0
05_12_2022_12_29_05;51.0;51.0;71.0;78.0;0.0;40.0;49.0;17.0;96.0;62.0;97.0;1.0;64.0;88.0;75.0;93.0;100.0;99.0
05_12_2022_12_34_29;51.0;51.0;71.0;83.0;0.0;40.0;49.0;17.0;96.0;58.0;97.0;0.0;15.0;77.0;76.0;93.0;100.0;100.0
05_12_2022_12_39_53;51.0;51.0;71.0;88.0;0.0;40.0;49.0;17.0;96.0;54.0;97.0;0.0;0.0;74.0;77.0;94.0;100.0;100.0
05_12_2022_12_45_17;52.0;52.0;71.0;88.0;0.0;40.0;49.0;17.0;96.0;54.0;97.0;0.0;0.0;74.0;77.0;94.0;100.0;100.0
05_12_2022_12_50_41;52.0;52.0;71.0;88.0;0.0;40.0;49.0;17.0;96.0;58.0;97.0;0.0;0.0;74.0;77.0;94.0;100.0;100.0
05_12_2022_12_56_05;52.0;52.0;71.0;88.0;0.0;40.0;49.0;17.0;96.0;59.0;97.0;0.0;0.0;74.0;77.0;94.0;100.0;100.0
05_12_2022_13_01_29;52.0;52.0;71.0;88.0;0.0;40.0;49.0;17.0;96.0;58.0;97.0;0.0;0.0;74.0;77.0;94.0;100.0;100.0
05_12_2022_13_06_53;52.0;52.0;71.0;88.0;0.0;40.0;49.0;17.0;96.0;57.0;97.0;0.0;0.0;74.0;77.0;94.0;100.0;100.0
05_12_2022_13_12_17;52.0;51.0;61.0;88.0;0.0;40.0;49.0;17.0;96.0;58.0;97.0;0.0;0.0;74.0;77.0;94.0;100.0;100.0
05_12_2022_13_17_41;52.0;52.0;56.0;88.0;0.0;40.0;49.0;17.0;96.0;58.0;97.0;0.0;0.0;74.0;77.0;94.0;100.0;100.0
05_12_2022_13_23_05;52.0;52.0;56.0;88.0;0.0;40.0;49.0;17.0;96.0;58.0;97.0;0.0;0.0;74.0;77.0;94.0;100.0;100.0
05_12_2022_13_28_29;51.0;50.0;54.0;87.0;0.0;38.0;49.0;17.0;96.0;58.0;97.0;0.0;0.0;74.0;77.0;94.0;100.0;100.0
05_12_2022_13_33_53;52.0;52.0;56.0;86.0;0.0;40.0;49.0;17.0;96.0;57.0;97.0;0.0;0.0;74.0;77.0;94.0;100.0;100.0
05_12_2022_13_39_17;52.0;52.0;56.0;79.0;0.0;40.0;49.0;17.0;96.0;54.0;97.0;0.0;0.0;74.0;79.0;94.0;99.0;99.0
05_12_2022_13_44_41;52.0;52.0;56.0;80.0;0.0;42.0;49.0;17.0;96.0;52.0;97.0;0.0;0.0;74.0;81.0;94.0;100.0;100.0
05_12_2022_13_50_05;52.0;52.0;56.0;80.0;0.0;43.0;49.0;17.0;96.0;53.0;97.0;0.0;0.0;74.0;81.0;94.0;100.0;100.0
05_12_2022_13_55_29;50.0;55.0;56.0;79.0;0.0;42.0;48.0;24.0;96.0;58.0;96.0;2.0;5.0;80.0;87.0;92.0;94.0;95.0
05_12_2022_14_00_53;52.0;62.0;58.0;79.0;0.0;43.0;49.0;26.0;96.0;60.0;97.0;0.0;0.0;92.0;100.0;100.0;100.0;100.0
05_12_2022_14_06_17;51.0;62.0;58.0;79.0;0.0;43.0;49.0;26.0;95.0;60.0;97.0;0.0;0.0;92.0;100.0;100.0;100.0;100.0
05_12_2022_14_11_41;51.0;62.0;58.0;79.0;0.0;43.0;49.0;26.0;96.0;59.0;97.0;0.0;0.0;92.0;100.0;100.0;100.0;100.0
05_12_2022_14_17_05;52.0;62.0;58.0;79.0;0.0;43.0;49.0;26.0;96.0;59.0;97.0;0.0;0.0;92.0;100.0;100.0;100.0;100.0
05_12_2022_14_22_29;52.0;62.0;58.0;79.0;1.0;39.0;47.0;25.0;96.0;61.0;97.0;0.0;0.0;89.0;99.0;99.0;100.0;100.0
05_12_2022_14_27_53;51.0;61.0;58.0;77.0;0.0;41.0;49.0;26.0;95.0;59.0;96.0;0.0;0.0;79.0;99.0;99.0;99.0;99.0
05_12_2022_14_33_17;52.0;62.0;58.0;77.0;0.0;41.0;49.0;26.0;96.0;55.0;97.0;0.0;0.0;79.0;100.0;100.0;100.0;100.0
05_12_2022_14_38_41;51.0;61.0;57.0;75.0;0.0;41.0;49.0;26.0;96.0;55.0;97.0;0.0;0.0;79.0;100.0;100.0;100.0;100.0
05_12_2022_14_44_05;52.0;62.0;58.0;79.0;0.0;36.0;49.0;26.0;96.0;56.0;97.0;0.0;0.0;72.0;100.0;100.0;100.0;100.0
05_12_2022_14_49_29;51.0;61.0;58.0;80.0;0.0;36.0;49.0;26.0;96.0;55.0;97.0;0.0;0.0;72.0;100.0;100.0;100.0;100.0
05_12_2022_14_54_53;51.0;60.0;57.0;80.0;0.0;36.0;49.0;26.0;96.0;57.0;97.0;0.0;0.0;72.0;100.0;100.0;100.0;100.0
05_12_2022_15_00_17;51.0;61.0;57.0;80.0;0.0;36.0;49.0;26.0;96.0;59.0;97.0;0.0;0.0;72.0;100.0;100.0;100.0;100.0
05_12_2022_15_05_41;51.0;61.0;58.0;81.0;0.0;36.0;49.0;25.0;96.0;55.0;97.0;0.0;0.0;72.0;100.0;100.0;100.0;100.0
05_12_2022_15_11_05;50.0;59.0;58.0;81.0;0.0;36.0;49.0;25.0;96.0;58.0;97.0;0.0;0.0;71.0;99.0;100.0;100.0;100.0
05_12_2022_15_16_29;51.0;46.0;57.0;81.0;0.0;27.0;49.0;25.0;96.0;62.0;96.0;0.0;0.0;60.0;100.0;100.0;100.0;100.0
05_12_2022_15_21_53;52.0;46.0;57.0;80.0;0.0;26.0;49.0;25.0;96.0;63.0;97.0;0.0;0.0;60.0;100.0;100.0;100.0;100.0
05_12_2022_15_27_17;53.0;46.0;57.0;74.0;0.0;26.0;49.0;25.0;96.0;65.0;97.0;0.0;1.0;56.0;99.0;100.0;100.0;100.0
05_12_2022_15_32_41;52.0;46.0;56.0;83.0;0.0;30.0;48.0;25.0;95.0;60.0;96.0;0.0;0.0;52.0;100.0;100.0;100.0;100.0
05_12_2022_15_38_05;52.0;46.0;57.0;90.0;0.0;34.0;49.0;25.0;96.0;61.0;97.0;0.0;0.0;59.0;100.0;100.0;100.0;100.0
05_12_2022_15_43_29;51.0;45.0;57.0;89.0;0.0;34.0;49.0;25.0;96.0;63.0;97.0;0.0;0.0;59.0;100.0;100.0;100.0;100.0
05_12_2022_15_48_53;52.0;46.0;57.0;90.0;0.0;25.0;49.0;25.0;90.0;52.0;97.0;0.0;0.0;59.0;100.0;100.0;100.0;100.0
05_12_2022_15_54_17;52.0;46.0;57.0;89.0;1.0;23.0;46.0;25.0;84.0;47.0;97.0;0.0;0.0;64.0;99.0;100.0;100.0;100.0
05_12_2022_15_59_41;46.0;44.0;55.0;87.0;0.0;30.0;45.0;27.0;89.0;46.0;96.0;0.0;0.0;75.0;100.0;100.0;100.0;100.0
05_12_2022_16_05_05;45.0;48.0;57.0;55.0;0.0;25.0;29.0;34.0;93.0;39.0;97.0;0.0;0.0;74.0;100.0;100.0;100.0;100.0
05_12_2022_16_10_29;53.0;48.0;58.0;90.0;0.0;33.0;49.0;34.0;93.0;40.0;97.0;0.0;1.0;70.0;99.0;99.0;100.0;100.0
05_12_2022_16_15_53;52.0;47.0;51.0;90.0;0.0;33.0;49.0;29.0;92.0;42.0;97.0;0.0;0.0;64.0;99.0;100.0;100.0;100.0
05_12_2022_16_21_17;50.0;52.0;46.0;89.0;0.0;33.0;49.0;26.0;93.0;41.0;96.0;0.0;0.0;66.0;100.0;100.0;100.0;100.0
05_12_2022_16_26_41;52.0;57.0;47.0;90.0;0.0;33.0;49.0;26.0;93.0;19.0;97.0;0.0;0.0;77.0;100.0;100.0;100.0;100.0
05_12_2022_16_32_05;52.0;57.0;47.0;90.0;0.0;26.0;48.0;8.0;92.0;35.0;97.0;0.0;0.0;77.0;100.0;100.0;100.0;100.0
05_12_2022_16_37_29;51.0;56.0;47.0;90.0;0.0;25.0;49.0;0.0;93.0;39.0;97.0;0.0;0.0;77.0;100.0;100.0;100.0;100.0
05_12_2022_16_42_53;52.0;57.0;47.0;89.0;0.0;24.0;48.0;12.0;91.0;39.0;96.0;0.0;0.0;76.0;98.0;99.0;100.0;100.0
05_12_2022_16_48_17;52.0;57.0;47.0;90.0;0.0;24.0;49.0;20.0;93.0;40.0;97.0;1.0;29.0;85.0;99.0;99.0;100.0;100.0
05_12_2022_16_53_41;51.0;49.0;40.0;86.0;1.0;25.0;48.0;20.0;92.0;44.0;97.0;1.0;40.0;87.0;100.0;100.0;100.0;100.0
05_12_2022_16_59_05;52.0;47.0;39.0;90.0;0.0;25.0;49.0;15.0;92.0;49.0;97.0;1.0;46.0;86.0;100.0;100.0;100.0;100.0
05_12_2022_17_04_29;52.0;47.0;39.0;90.0;0.0;25.0;49.0;0.0;93.0;50.0;97.0;0.0;68.0;87.0;100.0;100.0;100.0;100.0
05_12_2022_17_09_53;52.0;47.0;39.0;90.0;0.0;25.0;49.0;0.0;93.0;49.0;97.0;0.0;68.0;87.0;100.0;100.0;100.0;100.0
05_12_2022_17_15_17;52.0;47.0;39.0;90.0;0.0;25.0;48.0;9.0;82.0;52.0;91.0;17.0;66.0;87.0;100.0;100.0;100.0;100.0
05_12_2022_17_20_41;51.0;45.0;38.0;90.0;0.0;25.0;48.0;29.0;93.0;65.0;94.0;11.0;43.0;85.0;100.0;100.0;100.0;100.0
05_12_2022_17_26_05;52.0;47.0;39.0;89.0;0.0;25.0;47.0;28.0;92.0;64.0;96.0;5.0;43.0;86.0;100.0;100.0;100.0;100.0
05_12_2022_17_31_29;52.0;47.0;39.0;90.0;0.0;25.0;47.0;22.0;93.0;64.0;97.0;11.0;43.0;87.0;100.0;100.0;100.0;100.0
05_12_2022_17_36_53;52.0;47.0;39.0;90.0;0.0;25.0;47.0;22.0;93.0;64.0;97.0;10.0;42.0;87.0;100.0;100.0;100.0;100.0
05_12_2022_17_42_17;52.0;47.0;39.0;90.0;0.0;25.0;47.0;22.0;93.0;64.0;97.0;12.0;42.0;87.0;100.0;100.0;100.0;100.0
05_12_2022_17_47_41;52.0;46.0;39.0;89.0;0.0;25.0;47.0;22.0;93.0;64.0;96.0;11.0;44.0;86.0;99.0;100.0;100.0;100.0
05_12_2022_17_53_05;52.0;47.0;47.0;90.0;0.0;25.0;47.0;22.0;93.0;64.0;97.0;0.0;68.0;86.0;100.0;100.0;100.0;100.0
05_12_2022_17_58_29;52.0;47.0;47.0;90.0;0.0;25.0;47.0;14.0;93.0;61.0;97.0;0.0;69.0;83.0;98.0;98.0;100.0;100.0
05_12_2022_18_03_53;51.0;47.0;47.0;90.0;0.0;25.0;47.0;0.0;93.0;61.0;97.0;0.0;72.0;74.0;100.0;100.0;100.0;100.0
05_12_2022_18_09_17;52.0;47.0;47.0;90.0;0.0;21.0;47.0;0.0;93.0;60.0;97.0;0.0;72.0;74.0;100.0;100.0;100.0;100.0
05_12_2022_18_14_41;52.0;47.0;47.0;90.0;0.0;17.0;47.0;0.0;82.0;58.0;97.0;0.0;71.0;74.0;100.0;100.0;100.0;100.0
05_12_2022_18_20_05;51.0;46.0;46.0;90.0;0.0;17.0;47.0;0.0;82.0;57.0;97.0;0.0;60.0;68.0;99.0;100.0;100.0;100.0
05_12_2022_18_25_29;52.0;48.0;47.0;90.0;0.0;17.0;47.0;0.0;80.0;57.0;96.0;0.0;54.0;71.0;99.0;100.0;100.0;100.0
05_12_2022_18_30_53;52.0;56.0;47.0;90.0;0.0;17.0;57.0;0.0;89.0;58.0;97.0;0.0;36.0;77.0;99.0;100.0;100.0;100.0
05_12_2022_18_36_17;52.0;56.0;47.0;90.0;0.0;16.0;57.0;0.0;90.0;58.0;97.0;0.0;22.0;77.0;100.0;100.0;100.0;100.0
05_12_2022_18_41_41;52.0;56.0;47.0;90.0;0.0;0.0;57.0;0.0;83.0;58.0;97.0;0.0;22.0;77.0;100.0;100.0;100.0;100.0
05_12_2022_18_47_05;52.0;56.0;47.0;90.0;0.0;0.0;57.0;0.0;82.0;58.0;97.0;0.0;22.0;77.0;100.0;100.0;100.0;100.0
05_12_2022_18_52_29;52.0;56.0;47.0;90.0;0.0;0.0;57.0;0.0;83.0;52.0;95.0;0.0;23.0;76.0;99.0;99.0;100.0;100.0
05_12_2022_18_57_53;52.0;55.0;46.0;89.0;0.0;0.0;57.0;0.0;87.0;43.0;96.0;0.0;44.0;49.0;99.0;99.0;99.0;97.0
05_12_2022_19_03_17;53.0;56.0;47.0;85.0;0.0;0.0;56.0;2.0;87.0;46.0;96.0;0.0;47.0;49.0;100.0;100.0;100.0;100.0
05_12_2022_19_08_42;60.0;56.0;47.0;85.0;0.0;0.0;57.0;16.0;86.0;56.0;97.0;0.0;63.0;63.0;100.0;100.0;100.0;100.0
05_12_2022_19_14_06;59.0;56.0;47.0;85.0;0.0;0.0;57.0;22.0;93.0;62.0;97.0;0.0;63.0;63.0;100.0;100.0;100.0;100.0
05_12_2022_19_19_30;59.0;56.0;47.0;85.0;0.0;0.0;57.0;22.0;93.0;65.0;97.0;0.0;63.0;63.0;100.0;100.0;100.0;100.0
05_12_2022_19_24_54;59.0;55.0;47.0;85.0;0.0;0.0;57.0;22.0;93.0;66.0;97.0;0.0;63.0;63.0;100.0;100.0;100.0;100.0
05_12_2022_19_30_18;60.0;56.0;47.0;85.0;0.0;0.0;57.0;22.0;93.0;66.0;97.0;0.0;53.0;54.0;99.0;100.0;100.0;100.0
05_12_2022_19_35_42;63.0;56.0;47.0;85.0;0.0;0.0;56.0;22.0;88.0;62.0;93.0;0.0;28.0;59.0;100.0;100.0;100.0;100.0
05_12_2022_19_41_07;67.0;56.0;47.0;85.0;0.0;0.0;57.0;22.0;91.0;64.0;94.0;1.0;44.0;59.0;95.0;97.0;99.0;97.0
05_12_2022_19_46_31;67.0;56.0;48.0;85.0;0.0;0.0;57.0;22.0;93.0;66.0;97.0;0.0;70.0;74.0;100.0;100.0;100.0;100.0
05_12_2022_19_51_55;66.0;55.0;51.0;84.0;0.0;0.0;57.0;22.0;93.0;66.0;97.0;0.0;70.0;73.0;100.0;100.0;99.0;99.0
05_12_2022_19_57_19;66.0;55.0;59.0;85.0;0.0;0.0;57.0;22.0;93.0;66.0;97.0;0.0;78.0;78.0;99.0;99.0;99.0;99.0
05_12_2022_20_02_43;67.0;56.0;60.0;85.0;0.0;0.0;56.0;22.0;93.0;66.0;97.0;0.0;78.0;78.0;100.0;100.0;100.0;100.0
05_12_2022_20_08_07;67.0;56.0;59.0;84.0;0.0;0.0;56.0;22.0;93.0;66.0;97.0;0.0;72.0;79.0;100.0;100.0;100.0;100.0
05_12_2022_20_13_31;67.0;56.0;60.0;71.0;0.0;0.0;58.0;22.0;93.0;0.0;89.0;0.0;67.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_20_18_55;67.0;56.0;60.0;71.0;0.0;0.0;58.0;22.0;93.0;0.0;90.0;0.0;67.0;81.0;100.0;100.0;100.0;99.0
05_12_2022_20_24_19;66.0;55.0;59.0;71.0;0.0;0.0;58.0;22.0;93.0;0.0;89.0;0.0;67.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_20_29_43;67.0;56.0;60.0;71.0;0.0;0.0;58.0;22.0;93.0;0.0;97.0;0.0;68.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_20_35_07;67.0;56.0;60.0;71.0;0.0;0.0;56.0;22.0;93.0;0.0;97.0;0.0;68.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_20_40_31;67.0;56.0;60.0;71.0;0.0;0.0;56.0;22.0;93.0;0.0;97.0;0.0;68.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_20_45_55;67.0;56.0;60.0;71.0;0.0;0.0;56.0;22.0;93.0;0.0;97.0;0.0;68.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_20_51_19;67.0;56.0;60.0;71.0;0.0;0.0;56.0;22.0;93.0;0.0;97.0;0.0;68.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_20_56_43;66.0;56.0;59.0;71.0;0.0;0.0;56.0;22.0;93.0;0.0;97.0;0.0;68.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_21_02_07;66.0;55.0;59.0;71.0;0.0;0.0;56.0;22.0;93.0;0.0;97.0;0.0;68.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_21_07_31;67.0;56.0;60.0;71.0;0.0;0.0;56.0;22.0;93.0;0.0;97.0;0.0;68.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_21_12_55;67.0;56.0;60.0;71.0;0.0;0.0;56.0;22.0;93.0;0.0;97.0;0.0;68.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_21_18_20;67.0;56.0;59.0;68.0;1.0;4.0;54.0;22.0;93.0;20.0;94.0;0.0;67.0;81.0;100.0;100.0;100.0;99.0
05_12_2022_21_23_44;67.0;56.0;65.0;58.0;0.0;21.0;55.0;22.0;92.0;1.0;97.0;0.0;59.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_21_29_08;67.0;56.0;65.0;58.0;0.0;21.0;56.0;22.0;93.0;0.0;97.0;1.0;55.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_21_34_32;67.0;56.0;65.0;58.0;0.0;21.0;56.0;22.0;93.0;0.0;97.0;0.0;44.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_21_39_56;66.0;56.0;65.0;57.0;0.0;21.0;56.0;22.0;93.0;0.0;97.0;0.0;32.0;81.0;100.0;100.0;100.0;100.0
05_12_2022_21_45_20;65.0;55.0;52.0;56.0;0.0;21.0;56.0;22.0;93.0;0.0;97.0;0.0;50.0;80.0;99.0;99.0;99.0;100.0
05_12_2022_21_50_44;67.0;56.0;56.0;58.0;0.0;21.0;56.0;32.0;93.0;0.0;97.0;0.0;68.0;88.0;100.0;100.0;100.0;99.0
05_12_2022_21_56_08;60.0;55.0;65.0;58.0;0.0;19.0;56.0;28.0;92.0;0.0;97.0;0.0;68.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_22_01_33;56.0;56.0;66.0;62.0;1.0;0.0;56.0;25.0;93.0;61.0;97.0;0.0;68.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_22_06_58;51.0;54.0;66.0;64.0;0.0;0.0;55.0;24.0;91.0;43.0;95.0;0.0;67.0;87.0;99.0;99.0;99.0;97.0
05_12_2022_22_12_22;52.0;56.0;67.0;65.0;0.0;0.0;55.0;25.0;92.0;5.0;96.0;0.0;63.0;87.0;99.0;100.0;100.0;99.0
05_12_2022_22_17_46;51.0;55.0;67.0;65.0;0.0;0.0;56.0;25.0;93.0;1.0;97.0;0.0;61.0;88.0;99.0;99.0;99.0;99.0
05_12_2022_22_23_10;52.0;55.0;67.0;65.0;0.0;0.0;56.0;25.0;89.0;0.0;97.0;0.0;44.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_22_28_34;52.0;56.0;67.0;67.0;0.0;4.0;56.0;25.0;85.0;0.0;97.0;0.0;37.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_22_33_58;51.0;51.0;67.0;68.0;0.0;17.0;55.0;25.0;85.0;0.0;97.0;0.0;58.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_22_39_22;52.0;51.0;67.0;68.0;0.0;17.0;56.0;25.0;85.0;0.0;97.0;0.0;63.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_22_44_46;52.0;51.0;67.0;68.0;0.0;17.0;56.0;25.0;85.0;0.0;97.0;0.0;61.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_22_50_10;52.0;52.0;67.0;67.0;0.0;17.0;56.0;25.0;83.0;13.0;96.0;10.0;59.0;86.0;98.0;99.0;99.0;100.0
05_12_2022_22_55_34;50.0;54.0;70.0;66.0;0.0;17.0;56.0;18.0;81.0;33.0;97.0;5.0;49.0;86.0;99.0;100.0;100.0;100.0
05_12_2022_23_00_58;51.0;56.0;70.0;66.0;0.0;17.0;56.0;16.0;85.0;24.0;97.0;0.0;42.0;87.0;99.0;99.0;99.0;99.0
05_12_2022_23_06_22;52.0;56.0;71.0;67.0;0.0;17.0;55.0;17.0;84.0;26.0;97.0;6.0;44.0;87.0;99.0;100.0;100.0;100.0
05_12_2022_23_11_46;52.0;57.0;71.0;70.0;0.0;17.0;56.0;20.0;84.0;25.0;97.0;9.0;68.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_23_17_11;52.0;57.0;71.0;71.0;0.0;17.0;56.0;20.0;85.0;25.0;97.0;7.0;68.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_23_22_35;51.0;57.0;70.0;71.0;0.0;17.0;56.0;28.0;82.0;33.0;96.0;10.0;78.0;81.0;96.0;98.0;99.0;100.0
05_12_2022_23_27_59;52.0;57.0;71.0;71.0;0.0;17.0;56.0;29.0;70.0;28.0;97.0;0.0;88.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_23_33_23;51.0;56.0;70.0;71.0;0.0;17.0;56.0;29.0;69.0;32.0;97.0;0.0;88.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_23_38_47;50.0;56.0;70.0;71.0;0.0;17.0;56.0;29.0;69.0;32.0;97.0;1.0;87.0;88.0;99.0;100.0;100.0;100.0
05_12_2022_23_44_11;52.0;57.0;71.0;71.0;0.0;17.0;55.0;34.0;69.0;32.0;97.0;0.0;88.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_23_49_35;51.0;56.0;71.0;71.0;0.0;17.0;56.0;38.0;69.0;32.0;97.0;0.0;88.0;88.0;100.0;100.0;100.0;100.0
05_12_2022_23_54_59;51.0;56.0;70.0;70.0;0.0;17.0;55.0;37.0;69.0;32.0;93.0;2.0;87.0;87.0;96.0;98.0;100.0;100.0
06_12_2022_00_00_23;50.0;56.0;70.0;70.0;0.0;17.0;55.0;37.0;69.0;32.0;97.0;1.0;87.0;87.0;99.0;99.0;99.0;99.0
06_12_2022_00_05_47;51.0;56.0;70.0;71.0;0.0;17.0;55.0;38.0;69.0;32.0;97.0;0.0;88.0;88.0;100.0;100.0;100.0;100.0
06_12_2022_00_11_11;52.0;57.0;71.0;71.0;0.0;17.0;55.0;37.0;69.0;32.0;97.0;0.0;88.0;88.0;100.0;100.0;100.0;100.0
06_12_2022_00_16_35;50.0;51.0;70.0;70.0;0.0;17.0;56.0;37.0;69.0;32.0;97.0;0.0;88.0;88.0;100.0;100.0;100.0;100.0
06_12_2022_00_21_59;52.0;41.0;71.0;71.0;0.0;17.0;55.0;37.0;67.0;32.0;97.0;3.0;88.0;88.0;99.0;99.0;100.0;100.0
06_12_2022_00_27_23;52.0;41.0;71.0;72.0;0.0;17.0;56.0;37.0;58.0;42.0;97.0;1.0;89.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_00_32_47;52.0;41.0;71.0;72.0;0.0;17.0;56.0;38.0;58.0;49.0;97.0;0.0;89.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_00_38_11;52.0;41.0;70.0;72.0;0.0;17.0;56.0;38.0;58.0;49.0;97.0;1.0;89.0;89.0;100.0;100.0;99.0;100.0
06_12_2022_00_43_35;51.0;41.0;71.0;73.0;0.0;23.0;56.0;38.0;57.0;49.0;97.0;1.0;89.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_00_48_59;63.0;41.0;67.0;77.0;0.0;26.0;53.0;36.0;56.0;57.0;92.0;46.0;81.0;81.0;96.0;99.0;100.0;100.0
06_12_2022_00_54_23;75.0;45.0;77.0;88.0;1.0;29.0;50.0;41.0;62.0;58.0;93.0;83.0;87.0;84.0;98.0;100.0;100.0;100.0
06_12_2022_00_59_47;77.0;45.0;78.0;90.0;0.0;29.0;54.0;41.0;73.0;49.0;97.0;93.0;93.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_01_05_11;78.0;44.0;78.0;90.0;0.0;29.0;54.0;41.0;74.0;43.0;97.0;93.0;93.0;89.0;100.0;100.0;100.0;100.0
06_12_2022_01_10_35;78.0;43.0;78.0;90.0;0.0;29.0;54.0;41.0;73.0;41.0;97.0;93.0;93.0;88.0;100.0;100.0;100.0;100.0
